Account address,Show boosts,Notify on new posts,Languages
@___m___@infosec.exchange,true,false,
@mirrorboxmilo@mstdn.social,true,false,
@MitchellYeager6@fosstodon.org,true,false,
@mjc3d@3dart.social,true,false,
@mxkoder@hachyderm.io,true,false,
@myersjustinc@mastodon.sdf.org,true,false,
@NecroTechno@ghost.cafe,true,false,
@niklaskorz@rheinneckar.social,true,false,
@noeldemartin@noeldemartin.social,true,false,
@nomad@hackers.town,true,false,
@nytpu@tilde.zone,true,false,
@oklomsy@social.linux.pizza,true,false,
@palasta@noc.social,true,false,
@petrichor@scholar.social,true,false,
@pixelpaperyarn@icosahedron.website,true,false,
@programwitch@mastodon.social,true,false,
@publicvoit@graz.social,true,false,
@punkscience@linernotes.club,true,false,
@puresick@imd.social,true,false,
@q@glauca.space,true,false,
@ramsey@phpc.social,true,false,
@raucao@kosmos.social,true,false,
@remram44@framapiaf.org,true,false,
@revkellyn@social.gattai.net,true,false,
@revk@toot.me.uk,true,false,
@rngesus_wept@mastodon.social,true,false,
@RTP@fosstodon.org,true,false,
@rugk@chaos.social,true,false,
@ruscur@ozlabs.house,true,false,
@ruud@mastodon.world,true,false,
@rysiek@mstdn.social,true,false,
@Sammy8806@layer8.space,true,false,
@samuelorsenne@chaos.social,true,false,
@savannah@fosstodon.org,true,false,
@sbr@hachyderm.io,true,false,
@selea@social.linux.pizza,true,false,
@sexybiggetje@mastodon.social,true,false,
@s_gruppetta@qoto.org,true,false,
@shawnhooper@fosstodon.org,true,false,
@shenouda@cybersecurity.masto.host,true,false,
@shlee@aus.social,true,false,
@shouko@fedi.absturztau.be,true,false,
@sid@tilde.zone,true,false,
@singingwolfboy@mastodon.social,true,false,
@sir@cmpwn.com,true,false,
@sivy@toot.cafe,true,false,
@sp6mr@mastodon.radio,true,false,
@spacebuffer@fosstodon.org,true,false,
@stepan@skorpil.cz,true,false,
@storydragon@dragonscave.space,true,false,
@Strubbl@social.tchncs.de,true,false,
@talon@dragonscave.space,true,false,
@TauAs@mastodon.social,true,false,
@tekkie@mstdn.social,true,false,
@thatonecalculator@stop.voring.me,true,false,
@TheFake_VIP@linuxrocks.online,true,false,
@TheGibson@hackers.town,true,false,
@TheOuterLinux@mastodon.social,true,false,
@thufie@pixie.town,true,false,
@timj@social.tchncs.de,true,false,
@tk@bbs.kawa-kun.com,true,false,
@Trent@cybre.space,true,false,
@tweedge@cybersecurity.theater,true,false,
@twisterghost@quietcar.social,true,false,
@VickyRampin@octodon.social,true,false,
@volt4ire@mastodon.social,true,false,
@watzon@uncorking.me,true,false,
@wilbr@glitch.social,true,false,
@witchescauldron@activism.openworlds.info,true,false,
@wonderdon@mastodon.social,true,false,
@yisraeldov@linuxrocks.online,true,false,
@zladuric@mastodon.technology,true,false,
